ID,STRATACD,ECOSECTION,PHOTOYEAR,NUMCOND,PNTCNT,TREE,SHRUB,TREESHRUB,FOREST,NONFOREST,VEGETATED,NONVEGETATED,DEAD,ASPEN,PINYON,PJSPP,SAGE,SPRUCEFIR,INSDIS_DROUGHT,FIRE,EVI2005097,EVI2005177,EVI2005273,NDV2005097,NDV2005177,NDV2005273,NIR2005097,NIR2005177,NIR2005273,RED2005097,RED2005177,RED2005273,NLCD01_250,ELEV250
478,2,M341A,2005,1,49,39,4,43,39,61,51,49,0,0,27,39,0,0,0,0,1697,2034,1947,3182,3236,3898,1995,2212,1905,1033,1096,837,42,1959.00
479,2,M341A,2005,1,49,39,4,43,39,61,84,16,2,0,27,31,0,0,0,0,1284,2901,1762,2181,4903,4599,1979,2470,1370,1303,843,507,42,2359.00
480,2,M341A,2005,1,49,39,6,45,39,61,61,39,4,0,29,33,2,0,0,0,1421,1806,1395,2727,2897,3285,1899,2468,1501,1085,1361,759,42,1892.00
481,2,M341A,2005,1,49,39,12,51,39,61,51,49,0,0,0,0,0,0,0,0,2347,2668,1976,3482,4892,4201,2601,2079,1909,1266,695,790,42,2766.00
482,2,M341A,2005,1,49,39,12,51,39,61,71,29,0,0,27,39,0,0,0,0,1547,1681,1572,2819,3166,3508,2015,1939,1624,1125,1011,781,42,1990.00
483,2,M341A,2005,1,49,39,16,55,39,61,61,39,2,0,20,37,0,0,0,0,2186,2215,1979,3185,4920,4963,2130,1865,1485,1105,642,500,42,2139.00
484,2,M341A,2005,1,49,41,2,43,41,59,78,22,0,0,33,41,0,0,0,0,1419,1680,1634,2923,3198,3890,1749,1971,1516,958,1016,667,42,2010.00
485,2,M341A,2005,1,49,41,6,47,41,59,76,24,2,0,31,39,0,0,0,0,1718,2241,1913,3137,3378,3296,1809,2914,2283,948,1447,1152,42,2238.00
486,2,M341A,2005,1,49,41,6,47,41,59,90,10,4,0,18,35,0,0,0,0,1437,1709,1439,2442,3920,4300,1855,1493,1253,1132,655,505,42,2248.00
487,2,M341A,2005,1,49,41,10,51,41,59,84,16,0,0,27,39,0,0,0,0,1479,1825,2049,2870,3396,3591,1916,1928,2142,1062,952,1009,42,2174.00
488,2,M341A,2005,1,49,41,12,53,41,59,73,27,2,0,20,35,0,0,0,0,1519,2036,2109,3042,3322,3676,1810,2438,2265,967,1222,1048,42,2026.00
489,2,M341A,2005,1,49,41,12,53,41,59,80,20,2,0,31,39,0,0,0,0,1233,2067,1587,3176,3483,4066,1356,2347,1403,703,1135,593,42,2017.00
490,2,M341A,2005,1,49,41,14,55,41,59,84,16,2,0,27,39,0,0,0,0,1414,2044,1697,2535,3502,3822,2005,2137,1628,1197,1028,728,42,2145.00
491,2,M341A,2005,1,49,41,18,59,41,59,65,35,0,0,35,37,0,0,0,0,1667,2082,1972,2992,3568,3934,2105,2260,1967,1132,1072,866,42,2122.00
492,2,M341A,2005,1,49,41,20,61,41,59,67,33,2,0,29,39,20,0,0,0,1352,1484,1497,2670,2972,3044,1835,1845,1778,1062,1009,947,42,2031.00
493,2,M341A,2005,1,49,43,0,43,43,57,47,53,4,0,18,39,0,0,0,0,1541,1865,1794,2663,3652,4189,2162,1770,1549,1256,799,635,42,2238.00
494,2,M341A,2005,1,49,43,2,45,43,57,49,51,0,0,8,43,0,0,0,0,1370,1952,1752,2400,2864,3247,2044,2592,1980,1250,1454,1012,42,2216.00
495,2,M341A,2005,1,49,43,2,45,43,57,53,47,0,0,41,43,2,0,0,0,2022,1735,1992,4031,4472,5098,1932,1637,1456,822,627,474,42,2040.00
496,2,M341A,2005,1,49,43,6,49,43,57,88,12,2,0,31,41,0,0,0,0,1514,1715,1586,3084,3104,3360,1772,2070,1674,945,1092,835,42,2115.00
497,2,M341A,2005,1,49,43,10,53,43,57,53,47,2,0,35,39,4,0,0,0,1158,1614,1548,2819,3233,4060,1399,1596,1349,779,842,579,42,2258.00
498,2,M341A,2005,1,49,43,10,53,43,57,59,41,2,0,39,41,8,0,0,0,1713,1642,1748,3290,3139,3451,1922,1744,1897,973,912,931,42,2123.00
499,2,M341A,2005,1,49,43,10,53,43,57,78,22,0,0,24,43,0,0,0,0,1754,2133,1822,3197,3783,3983,2104,1974,1717,1083,900,741,42,2105.00
500,2,M341A,2005,1,49,43,12,55,43,57,80,20,0,0,14,24,4,0,0,0,1478,1990,1968,3279,3995,3711,1525,1877,2013,772,806,923,42,2327.00
501,2,M341A,2005,1,49,45,0,45,45,55,63,37,4,0,0,0,0,0,0,0,3172,2234,2276,2577,4180,3733,2234,2280,2471,1321,938,1134,42,2549.00
502,2,M341A,2005,1,49,45,4,49,45,55,67,33,10,0,33,35,0,0,0,0,1810,2196,1629,3380,3724,4341,2019,2356,1348,999,1091,532,42,2056.00
503,2,M341A,2005,1,49,45,4,49,45,55,78,22,6,0,29,35,2,0,0,0,1478,2006,1957,2203,3582,3402,2362,2381,2186,1521,1138,1074,42,2276.00
504,2,M341A,2005,1,49,45,8,53,45,55,76,24,29,0,4,16,0,0,100,0,1299,2047,1359,2608,3264,3305,1790,2330,1436,1050,1185,724,42,2015.00
505,2,M341A,2005,1,49,45,8,53,45,55,82,18,0,0,29,41,0,0,0,0,1682,1884,2263,2976,3289,3827,2132,2763,2323,1154,1395,1039,42,1981.00
506,2,M341A,2005,1,49,45,12,57,45,55,84,16,2,0,33,41,0,0,0,0,1283,1719,1866,2439,3706,4068,1904,1823,1642,1159,841,698,42,2204.00
507,2,M341A,2005,1,49,47,0,47,47,53,59,41,0,0,33,47,0,0,0,0,1463,1556,1804,3215,3339,3975,1629,1803,1706,836,903,737,42,2065.00
508,2,M341A,2005,1,49,47,0,47,47,53,65,35,0,0,29,47,0,0,0,0,1315,1689,1800,2591,2966,3083,1892,2448,2310,1116,1329,1224,42,2224.00
509,2,M341A,2005,1,49,47,2,49,47,53,53,47,6,0,41,41,0,0,0,0,1887,2270,1663,3597,3780,4331,2008,2498,1382,947,1129,547,42,2090.00
510,2,M341A,2005,1,49,47,4,51,47,53,57,43,2,0,29,43,2,0,0,0,1512,1925,1652,2612,3655,3822,2139,1806,1554,1260,840,699,42,2271.00
511,2,M341A,2005,1,49,47,4,51,47,53,96,4,10,0,10,22,0,0,0,0,1453,2169,2103,2229,4695,4436,2145,1767,1867,1378,637,722,42,2103.00
512,2,M341A,2005,1,49,47,8,55,47,53,84,16,6,0,35,41,0,0,100,0,1157,2648,1935,1787,4201,4578,2714,2365,1560,1955,961,580,42,2234.00
513,2,M341A,2005,1,49,47,12,59,47,53,63,37,4,0,31,41,0,0,0,0,1776,2740,1819,3067,4695,5159,2042,2528,1277,1086,915,409,42,2299.00
514,2,M341A,2005,1,49,49,0,49,49,51,84,16,0,0,35,49,0,0,0,0,1490,2367,1975,3583,3943,4701,1508,2364,1558,712,1027,561,42,2174.00
515,2,M341A,2005,1,49,49,6,55,49,51,82,18,0,0,33,49,6,0,0,0,1762,2407,1898,3749,3912,4388,1712,2232,1565,781,973,614,42,2089.00
516,2,M341A,2005,1,49,49,12,61,49,51,73,27,0,0,43,47,0,0,0,0,1779,1737,1966,3385,3912,4427,1985,1602,1640,979,703,634,42,2178.00
517,2,M341A,2005,1,49,51,0,51,51,49,55,45,6,0,37,41,0,0,0,0,1466,1601,1548,2920,3130,4045,1815,2033,1345,997,1062,571,42,1969.00
518,2,M341A,2005,1,49,51,0,51,51,49,78,22,2,0,12,24,0,0,0,0,1421,2242,2174,2001,3835,3843,2363,2201,2193,1572,977,977,42,2532.00
519,2,M341A,2005,1,49,51,8,59,51,49,63,37,6,0,18,43,4,0,0,0,1651,2334,2181,2427,4052,4771,2460,2084,1753,1504,875,631,42,2324.00
520,2,M341A,2005,1,49,51,10,61,51,49,71,29,0,0,20,39,8,0,0,0,1807,2283,2118,3462,4655,5077,1954,2232,1584,949,809,521,42,2450.00
521,2,M341A,2005,1,49,51,12,63,51,49,78,22,4,0,41,47,10,0,0,0,1802,1593,2277,3251,3513,4213,2060,1540,2097,1049,739,854,42,1994.00
522,2,M341A,2005,1,49,51,22,73,51,49,73,27,2,0,39,49,22,0,0,0,1673,2005,1654,3007,3235,3323,2017,2603,1853,1086,1354,929,42,1927.00
523,2,M341A,2005,1,49,53,2,55,53,47,71,29,6,0,39,47,0,0,0,0,1488,2090,1679,2773,3596,4297,1940,1825,1393,1100,860,556,42,2118.00
524,2,M341A,2005,1,49,53,8,61,53,47,65,35,0,0,6,53,6,0,0,0,1745,1824,1721,3036,3455,3784,2190,2088,1676,1171,1129,758,42,2098.00
525,2,M341A,2005,1,49,55,2,57,55,45,57,43,0,0,35,53,0,0,0,0,1741,2006,2051,3235,4137,4526,1922,2201,1642,1000,949,619,42,2349.00
526,2,M341A,2005,1,49,55,4,59,55,45,82,18,4,0,33,45,4,0,0,0,1704,1916,1751,3231,3054,3283,2030,2413,2008,1039,1292,1019,42,2171.00
527,2,M341A,2005,1,49,55,14,69,55,45,82,18,0,0,49,55,0,0,0,0,1657,1909,2102,2962,3890,4101,2089,1906,1937,1135,842,809,42,2237.00
528,2,M341A,2005,1,49,57,0,57,57,43,59,41,0,0,29,57,0,0,0,0,1631,2078,2072,3025,3722,4266,1884,1967,1778,1011,910,721,42,2233.00
529,2,M341A,2005,1,49,57,2,59,57,43,59,41,0,0,51,57,2,0,0,0,1918,1708,1757,3603,4062,4470,2009,1731,1398,944,740,535,42,2017.00
530,2,M341A,2005,1,49,57,2,59,57,43,80,20,2,0,51,55,0,0,0,0,1697,2079,1757,3264,3837,4503,1954,2573,1414,993,1147,537,42,2140.00
531,2,M341A,2005,1,49,59,2,61,59,41,73,27,4,0,49,51,0,0,0,0,1492,1773,1544,3415,3587,3988,1566,1792,1401,769,847,602,42,2135.00
532,2,M341A,2005,1,49,59,8,67,59,41,71,29,0,0,49,55,8,0,0,0,1981,1892,1759,3558,3682,4096,2065,1767,1540,981,829,648,42,1984.00
533,2,M341A,2005,1,49,63,4,67,63,37,82,18,4,0,33,57,0,0,0,0,1361,1779,1705,2715,3660,3903,1839,1983,1642,1059,921,739,42,2191.00
534,2,M341A,2005,1,49,65,0,65,65,35,84,16,4,0,43,53,0,0,0,0,1404,1622,1926,2796,3520,3638,1802,1630,1965,1017,781,916,42,2200.00
535,2,M341A,2005,1,49,71,0,71,71,29,82,18,24,0,43,45,0,0,0,0,1768,2436,1865,3662,4176,4650,1770,2228,1479,820,916,540,42,2118.00
536,2,M341D,2005,1,49,4,4,8,4,96,86,14,4,0,0,0,0,0,0,100,1453,1519,1208,2585,2836,2423,1992,1945,1723,1172,1083,1053,70,1949.00
537,2,M341D,2005,1,49,8,2,10,8,92,78,22,6,0,0,0,0,0,0,100,1940,2541,1282,3478,4322,2558,2115,2253,2005,1022,892,1196,70,2012.00
538,2,M341D,2005,1,49,10,0,10,10,90,82,18,10,0,0,0,0,0,0,100,1641,1279,1047,2919,2505,2024,2037,1825,1972,1116,1092,1308,70,1946.00
539,2,M341D,2005,1,49,12,29,41,12,88,55,45,0,0,8,12,27,0,0,0,1445,1999,1895,2683,3179,3718,1936,2314,1907,1117,1227,880,42,2271.00
540,2,M341D,2005,1,49,14,18,33,14,86,35,65,0,0,10,14,2,0,0,0,1004,1377,1153,1984,2186,2365,1740,2262,1795,1164,1453,1109,42,2128.00
541,2,M341D,2005,1,49,14,35,49,14,86,59,41,0,0,6,14,31,0,0,0,1611,1846,1704,2633,3589,3568,2146,1872,1768,1264,850,841,42,2349.00
542,2,M341D,2005,1,49,16,29,45,16,84,51,49,0,0,10,16,27,0,0,0,1229,2294,1595,2388,3527,3548,1968,2665,1591,1240,1267,763,42,2345.00
543,2,M341D,2005,1,49,18,6,24,18,82,29,71,2,0,16,16,4,0,0,0,1884,1978,1894,3336,4024,4625,2031,2132,1543,1015,914,571,42,2240.00
544,2,M341D,2005,1,49,18,10,29,18,82,31,69,4,0,8,14,2,0,0,0,2056,2029,1911,3460,4130,4032,2367,2141,1825,1160,873,780,42,2190.00
545,2,M341D,2005,1,49,18,12,31,18,82,33,67,0,0,10,16,10,0,0,0,1486,1668,1651,2649,3080,3670,2072,1612,1666,1210,790,780,42,2391.00
546,2,M341D,2005,1,49,18,12,31,18,82,35,65,2,0,10,16,6,0,0,0,1969,2187,1738,3491,3671,3518,2079,2678,1827,1004,1258,878,42,2034.00
547,2,M341D,2005,1,49,18,18,37,18,82,39,61,0,0,10,16,8,0,0,0,3485,1953,1575,1166,3226,3684,2645,2338,1506,2110,1211,695,42,2575.00
548,2,M341D,2005,1,49,20,10,31,20,80,41,59,0,0,20,20,8,0,0,0,1061,1738,1590,2595,2893,3400,1331,2180,1709,782,1202,846,42,2245.00
549,2,M341D,2005,1,49,22,2,24,22,78,24,76,0,0,20,20,2,0,0,0,1481,1988,1843,2914,3334,4059,1768,1987,1654,970,1006,702,42,2387.00
550,2,M341D,2005,1,49,22,6,29,22,78,29,71,4,0,12,14,0,0,0,0,1202,1880,1466,2095,3318,3382,1781,1795,1503,1196,903,747,42,2556.00
551,2,M341D,2005,1,49,24,8,33,24,76,33,67,0,0,12,24,0,0,0,0,1184,1596,1400,2215,3863,2923,1899,1940,1626,1215,1038,895,42,2177.00
552,2,M341D,2005,1,49,24,8,33,24,76,41,59,0,0,14,24,6,0,0,0,1385,1942,1380,1992,3375,4110,2127,1859,1190,1430,900,507,42,2394.00
553,2,M341D,2005,1,49,24,16,41,24,76,51,49,0,0,16,24,6,0,0,0,1366,2008,1475,2166,3439,4192,1710,2138,1232,1102,1051,504,42,2385.00
554,2,M341D,2005,1,49,24,16,41,24,76,57,43,0,0,8,24,12,0,0,0,1528,1579,1467,2448,2318,2550,2431,2604,2264,1481,1617,1342,50,1833.00
555,2,M341D,2005,1,49,27,14,41,27,73,43,57,0,0,12,27,6,0,0,0,1622,1901,1610,2349,3079,3790,2098,2198,1543,1298,1163,699,42,2378.00
556,2,M341D,2005,1,49,27,22,49,27,73,49,51,0,0,16,27,0,0,0,0,1395,1784,1475,2602,2964,3066,1917,2318,1766,1128,1265,939,42,2145.00
557,2,M341D,2005,1,49,27,37,63,27,73,71,29,0,0,18,27,33,0,0,0,1527,2092,1616,2802,3127,3485,1666,2662,1706,936,1433,829,42,2415.00
558,2,M341D,2005,1,49,29,2,31,29,71,35,65,2,0,22,27,0,0,0,0,1517,1466,1450,2763,3576,3006,2091,2010,1800,1190,947,976,42,2312.00
559,2,M341D,2005,1,49,29,8,37,29,71,45,55,0,0,22,29,8,0,0,0,1525,1836,1586,2589,3303,3505,2311,2393,1615,1360,1209,782,42,2232.00
560,2,M341D,2005,1,49,29,14,43,29,71,47,53,0,0,6,29,14,0,0,0,1525,2135,1752,2892,4248,3632,1939,2846,1859,1067,1223,869,42,2182.00
561,2,M341D,2005,1,49,29,35,63,29,71,63,37,0,0,27,29,0,0,0,0,1019,1516,1358,2253,3587,4676,1710,1799,1014,1136,847,373,42,2388.00
562,2,M341D,2005,1,49,31,29,59,31,69,65,35,2,0,10,29,20,0,0,0,920,2533,1605,1482,3734,3787,2047,2653,1513,1567,1185,685,42,2404.00
563,2,M341D,2005,1,49,35,0,35,35,65,37,63,2,0,27,33,0,0,0,0,1824,1842,1619,3387,3616,3857,2035,1938,1531,1006,908,679,42,1959.00
564,2,M341D,2005,1,49,35,6,41,35,65,41,59,0,0,18,35,4,0,0,0,1482,1722,1347,2738,3455,4270,1884,1918,1108,1076,938,451,42,2099.00
565,2,M341D,2005,1,49,35,6,41,35,65,41,59,2,0,27,33,2,0,0,0,1575,1650,1693,2231,4174,4889,2431,1504,1201,1543,632,414,42,2353.00
566,2,M341D,2005,1,49,35,6,41,35,65,43,57,0,0,33,33,4,0,0,0,1560,1596,1582,3001,3025,2881,1921,1913,2197,1036,1025,1216,42,1827.00
567,2,M341D,2005,1,49,35,8,43,35,65,51,49,0,0,24,29,4,0,0,0,1696,1590,1968,3031,3516,3917,2090,1801,1931,1119,861,848,42,2370.00
568,2,M341D,2005,1,49,35,10,45,35,65,49,51,0,0,20,35,10,0,0,0,1008,1836,1683,1482,3026,3298,2280,2537,1780,1704,1399,902,42,2427.00
569,2,M341D,2005,1,49,37,2,39,37,63,39,61,2,0,29,35,0,0,0,0,1520,1641,1632,3172,3406,3867,1710,1863,1484,887,914,657,42,2084.00
570,2,M341D,2005,1,49,37,4,41,37,63,45,55,0,0,20,37,0,0,0,0,2085,2230,2072,3477,3891,4024,1769,2297,1965,872,1010,838,42,2271.00
571,2,M341D,2005,1,49,37,10,47,37,63,47,53,0,0,2,37,8,0,0,0,1545,1580,1445,3051,2954,3060,1833,1937,1718,976,1052,914,42,1998.00
572,2,M341D,2005,1,49,37,10,47,37,63,49,51,0,0,35,37,10,0,0,0,1500,1504,1585,3223,3366,3779,1672,1620,1496,857,804,676,42,1915.00
573,2,M341D,2005,1,49,37,10,47,37,63,49,51,4,2,27,31,10,0,0,0,1368,1950,1664,3334,3590,4329,1406,1945,1405,703,916,556,42,2507.00
574,2,M341D,2005,1,49,39,0,39,39,61,41,59,2,0,29,37,0,0,0,0,1407,1837,1562,2853,3228,3513,1777,2351,1597,988,1200,767,42,2026.00
575,2,M341D,2005,1,49,39,2,41,39,61,43,57,2,0,31,35,2,0,0,0,1564,1921,1627,3106,3379,3787,1838,2067,1503,967,991,676,42,2181.00
576,2,M341D,2005,1,49,39,4,43,39,61,45,55,0,0,18,37,0,0,0,0,1557,1966,1896,3146,3475,3812,1798,1997,1955,942,972,875,42,2387.00
577,2,M341D,2005,1,49,39,8,47,39,61,53,47,0,0,35,39,6,0,0,0,1629,1744,1684,2822,3768,4250,2106,2231,1371,1181,1047,559,42,2330.00
578,2,M341D,2005,1,49,39,10,49,39,61,49,51,2,0,24,33,0,0,0,0,1714,2294,1692,3137,3811,4224,1973,2096,1423,1029,952,582,42,2184.00
579,2,M341D,2005,1,49,39,16,55,39,61,57,43,0,0,18,39,14,0,0,0,1424,1557,1946,2754,3710,4183,1693,1483,1726,963,692,717,42,2333.00
580,2,M341D,2005,1,49,39,18,57,39,61,65,35,2,0,22,37,12,0,0,0,1898,2210,1917,3267,4193,4872,2024,1913,1440,1028,760,497,42,2322.00
581,2,M341D,2005,1,49,41,2,43,41,59,43,57,2,0,27,31,2,0,0,0,2837,1874,1900,2139,3867,4230,2265,1715,1649,1516,756,669,42,2497.00
582,2,M341D,2005,1,49,41,2,43,41,59,47,53,0,0,33,41,0,0,0,0,1531,1832,1611,3302,3792,4099,1684,1985,1403,849,896,590,42,2066.00
583,2,M341D,2005,1,49,41,8,49,41,59,51,49,0,0,31,35,6,0,0,0,1656,2046,1920,3479,4453,4145,1636,1701,1756,791,654,728,42,2364.00
584,2,M341D,2005,1,49,41,10,51,41,59,57,43,4,0,27,37,6,0,0,0,1776,2113,2045,2566,4574,4985,2501,1766,1523,1502,667,511,42,2522.00
585,2,M341D,2005,1,49,41,12,53,41,59,55,45,2,0,29,31,4,0,0,0,1961,2151,1610,2499,3681,4316,1928,2209,1278,1170,1029,507,42,2427.00
586,2,M341D,2005,1,49,41,14,55,41,59,57,43,0,0,39,41,2,0,0,0,1938,2090,1916,2772,3767,3838,2087,1859,1886,1235,842,842,42,2281.00
587,2,M341D,2005,1,49,41,16,57,41,59,61,39,0,0,39,41,10,0,0,0,1808,2425,2501,3451,4463,5083,1883,1812,1927,918,693,632,42,2294.00
588,2,M341D,2005,1,49,43,2,45,43,57,53,47,0,0,33,43,2,0,0,0,1706,1909,1500,2904,3423,3397,2353,1988,1682,1295,940,833,42,2232.00
589,2,M341D,2005,1,49,43,4,47,43,57,47,53,0,0,18,41,4,0,0,0,1850,2216,1998,2862,3297,3878,2013,2447,2029,1151,1244,901,42,2523.00
590,2,M341D,2005,1,49,43,4,47,43,57,47,53,2,0,35,41,4,0,0,0,1747,2099,1634,3460,3780,4379,1950,2392,1389,953,1081,544,42,2194.00
591,2,M341D,2005,1,49,43,4,47,43,57,49,51,0,0,27,43,2,0,0,0,1799,1591,1636,3072,3128,3229,2245,1742,1889,1191,913,967,42,1956.00
592,2,M341D,2005,1,49,43,8,51,43,57,61,39,2,0,20,22,6,0,0,0,1317,2369,1833,2199,4160,3997,1931,2011,1675,1236,833,720,42,2632.00
593,2,M341D,2005,1,49,43,16,59,43,57,65,35,0,0,37,43,14,0,0,0,1378,1771,1800,1628,3653,3538,2924,1821,1975,2175,841,945,42,2584.00
594,2,M341D,2005,1,49,43,22,65,43,57,73,27,6,0,29,33,18,0,0,0,1575,1688,1802,2919,3272,3484,1997,1704,1911,1097,858,925,42,2224.00
595,2,M341D,2005,1,49,45,2,47,45,55,51,49,2,0,39,41,2,0,0,0,1858,2124,1886,3349,3921,4408,2009,2348,1505,1004,1001,591,42,2324.00
596,2,M341D,2005,1,49,45,4,49,45,55,59,41,4,0,24,39,0,0,0,0,1558,1869,1456,2289,4194,4627,2048,1755,1080,1286,703,399,42,2362.00
597,2,M341D,2005,1,49,45,6,51,45,55,53,47,0,0,31,39,6,0,0,0,1594,2093,1837,2899,4422,4555,2009,2364,1424,1106,915,537,42,2453.00
598,2,M341D,2005,1,49,45,8,53,45,55,53,47,2,0,31,41,4,0,0,0,1625,1811,1822,2598,3541,4266,2128,2094,1527,1251,981,615,42,2411.00
599,2,M341D,2005,1,49,45,12,57,45,55,69,31,10,0,20,35,6,0,0,0,2264,2270,2295,3958,4692,5316,2216,1798,1619,959,646,495,42,2329.00
600,2,M341D,2005,1,49,47,12,59,47,53,67,33,2,0,24,27,6,0,0,0,1710,2383,2083,3185,4450,4391,1879,1964,1784,973,753,697,42,2341.00
601,2,M341D,2005,1,49,49,0,49,49,51,51,49,2,0,29,47,0,0,0,0,1574,1806,2070,3425,3674,3962,1606,1707,2009,790,830,871,42,2231.00
602,2,M341D,2005,1,49,49,0,49,49,51,59,41,8,0,35,41,0,0,0,0,1774,2651,2246,3147,4438,5056,2166,2470,1740,1128,966,573,42,2300.00
603,2,M341D,2005,1,49,49,2,51,49,51,51,49,2,0,39,47,2,0,0,0,2052,1936,2219,3595,4051,4179,2180,1694,2050,1027,712,843,42,2486.00
604,2,M341D,2005,1,49,49,2,51,49,51,57,43,10,0,24,39,0,0,0,0,1775,1755,1774,3331,4057,4054,2005,1660,1648,1003,703,698,42,2188.00
605,2,M341D,2005,1,49,51,0,51,51,49,53,47,2,0,43,49,0,0,0,0,2761,2235,2239,3741,4621,4979,2086,1785,1777,960,657,600,42,2349.00
606,2,M341D,2005,1,49,51,2,53,51,49,53,47,6,0,24,41,0,0,0,0,1283,2089,1552,3341,4442,4502,1241,1908,1176,623,777,449,42,2191.00
607,2,M341D,2005,1,49,53,0,53,53,47,55,45,0,0,41,53,0,0,0,0,1498,1821,1675,2928,3249,3758,1861,2316,1594,1019,1178,729,42,2263.00
608,2,M341D,2005,1,49,53,2,55,53,47,63,37,2,0,39,49,2,0,0,0,2414,2213,2033,3165,3909,5512,2316,2343,1417,1203,1033,417,42,2420.00
609,2,M341D,2005,1,49,53,12,65,53,47,76,24,0,0,35,53,10,0,0,0,1805,2304,2037,4211,3823,4837,1576,2319,1585,647,946,558,42,2112.00
610,2,M341D,2005,1,49,55,0,55,55,45,55,45,2,0,43,53,0,0,0,0,2012,2054,2123,3711,3425,4382,1855,1758,1789,849,854,691,42,2364.00
611,2,M341D,2005,1,49,55,2,57,55,45,61,39,2,0,39,53,0,0,0,0,1438,1827,1587,2227,4044,4925,2120,1780,1108,1355,795,377,42,2375.00
612,2,M341D,2005,1,49,55,16,71,55,45,71,29,0,0,27,55,16,0,0,0,2061,2096,1875,3816,4108,4655,1964,2096,1413,879,879,516,42,2203.00
613,2,M341D,2005,1,49,57,4,61,57,43,61,39,2,0,37,55,4,0,0,0,1370,2117,1741,2760,3452,3702,1879,2572,1723,1073,1198,795,42,2390.00
614,2,M341D,2005,1,49,61,6,67,61,39,69,31,2,0,53,59,6,0,0,0,3574,1624,1565,3306,3526,3426,1890,1546,1808,959,671,901,42,2167.00
615,2,M341D,2005,1,49,63,6,69,63,37,78,22,0,0,16,61,2,0,0,0,1966,2063,1886,3743,4670,4794,2002,1670,1409,913,618,502,42,2226.00
616,3,322A,2005,1,48,0,25,25,0,100,52,48,0,0,0,0,0,0,0,0,1707,1068,1071,2374,1639,1691,3389,2756,2612,2090,1981,1856,50,632.00
617,3,322A,2005,1,49,0,0,0,0,100,18,82,0,0,0,0,0,0,0,0,2223,1665,789,4266,2898,1890,2076,2529,1374,833,1399,940,50,1449.00
618,3,322A,2005,1,49,0,6,6,0,100,20,80,0,0,0,0,0,0,0,0,1439,981,784,3168,1475,1352,1629,2355,1989,846,1769,1520,50,1288.00
619,3,322A,2005,1,49,0,8,8,0,100,8,92,0,0,0,0,0,0,0,0,1257,932,818,1627,1205,1216,3231,3046,2573,2326,2396,2018,50,1336.00
620,3,322A,2005,1,49,0,10,10,0,100,18,82,0,0,0,0,0,0,0,0,1359,1408,1032,1873,1788,1484,3296,3601,3084,2256,2508,2288,50,466.00
621,3,322A,2005,1,49,0,12,12,0,100,12,88,0,0,0,0,0,0,0,0,1166,1214,953,1763,1630,1493,2699,3137,2665,1891,2268,1967,50,682.00
622,3,322A,2005,1,49,0,12,12,0,100,20,80,0,0,0,0,0,0,0,0,1510,1209,1073,2183,1700,1559,3072,3212,3155,1971,2275,2304,50,472.00
623,3,322A,2005,1,49,0,14,14,0,100,24,76,0,0,0,0,0,0,0,0,1214,997,960,2012,1508,1469,2313,2655,2674,1540,1956,1990,50,477.00
624,3,322A,2005,1,49,0,14,14,0,100,31,69,0,0,0,0,0,0,0,0,2235,1202,1336,3854,2150,2204,2353,2268,2553,1044,1465,1631,50,1056.00
625,3,322A,2005,1,49,0,14,14,0,100,41,59,0,0,0,0,0,0,0,0,2229,877,970,3627,1676,1457,2735,1874,2589,1269,1299,1930,50,855.00
626,3,322A,2005,1,49,0,16,16,0,100,16,84,0,0,0,0,0,0,0,0,1145,1017,922,1552,1343,1341,2961,2842,2670,2165,2167,2037,50,808.00
627,3,322A,2005,1,49,0,16,16,0,100,24,76,0,0,0,0,0,0,0,0,1298,997,835,2485,1392,1737,1867,2889,1760,1128,2221,1238,50,1331.00
628,3,322A,2005,1,49,0,16,16,0,100,29,71,0,0,0,0,0,0,0,0,1459,1283,986,2167,1700,1517,2737,2950,2480,1762,2092,1824,50,1026.00
629,3,322A,2005,1,49,0,16,16,0,100,43,57,0,0,0,0,0,0,0,0,3366,1467,1010,5241,2203,1611,3328,3328,2458,1041,2141,1776,50,931.00
630,3,322A,2005,1,49,0,18,18,0,100,18,82,0,0,0,0,0,0,0,0,1270,1129,1029,1889,1375,1558,3018,3553,2809,2059,2692,2052,50,730.00
631,3,322A,2005,1,49,0,18,18,0,100,18,82,0,0,0,0,0,0,0,0,1335,1106,1004,1918,1345,1354,2838,3001,2952,1924,2295,2248,50,724.00
632,3,322A,2005,1,49,0,18,18,0,100,22,78,0,0,0,0,0,0,0,0,1309,1163,921,1933,1420,1374,2721,3111,2549,1847,2315,1934,50,850.00
633,3,322A,2005,1,49,0,18,18,0,100,27,73,0,0,0,0,0,0,0,0,1722,1432,1244,2346,1895,1654,3464,4084,3913,2147,2841,2804,50,833.00
634,3,322A,2005,1,49,0,18,18,0,100,33,67,0,0,0,0,0,0,0,0,1190,1184,845,2291,1687,1690,1807,2654,1734,1131,1877,1233,50,1504.00
635,3,322A,2005,1,49,0,18,18,0,100,41,59,0,0,0,0,0,0,0,0,1626,1284,1049,3057,1902,1793,2135,2943,2423,1134,1932,1689,50,701.00
636,3,322A,2005,1,49,0,20,20,0,100,24,76,0,0,0,0,0,0,0,0,1860,1288,1161,3100,2088,1860,2593,2716,2822,1367,1772,1937,50,625.00
